L5_LBC_dSTUT214_1,L5_LBC,dSTUT
L5_LBC_cIR216_1,L5_LBC,cIR
L5_LBC_dNAC222_1,L5_LBC,dNAC
L5_LBC_cACint209_1,L5_LBC,cAC
L5_LBC_cNAC187_1,L5_LBC,cNAC
L6_NGC_cACint209_1,L6_NGC,cAC
L6_NGC_cSTUT189_1,L6_NGC,cSTUT
L6_NGC_cNAC187_1,L6_NGC,cNAC
L6_NGC_bNAC219_1,L6_NGC,bNAC
L4_DBC_bNAC219_1,L4_DBC,bNAC
L4_DBC_bSTUT213_1,L4_DBC,bSTUT
L4_DBC_cIR216_1,L4_DBC,cIR
L4_DBC_cACint209_1,L4_DBC,cAC
L4_DBC_cNAC187_1,L4_DBC,cNAC
L5_SBC_cACint209_1,L5_SBC,cAC
L5_SBC_dNAC222_1,L5_SBC,dNAC
L5_SBC_bNAC219_1,L5_SBC,bNAC
L4_BP_cNAC187_1,L4_BP,cNAC
L4_BP_bNAC219_1,L4_BP,bNAC
L4_BP_cACint209_1,L4_BP,cAC
L4_BP_dSTUT214_1,L4_BP,dSTUT
L23_ChC_cACint209_1,L23_ChC,cAC
L23_ChC_dNAC222_1,L23_ChC,dNAC
L23_ChC_cNAC187_1,L23_ChC,cNAC
L6_SBC_cACint209_1,L6_SBC,cAC
L6_SBC_dNAC222_1,L6_SBC,dNAC
L6_SBC_bNAC219_1,L6_SBC,bNAC
L6_IPC_cADpyr231_1,L6_IPC,cADpyr
L6_MC_bNAC219_1,L6_MC,bNAC
L6_MC_bSTUT213_1,L6_MC,bSTUT
L6_MC_cIR216_1,L6_MC,cIR
L6_MC_cACint209_1,L6_MC,cAC
L6_MC_cNAC187_1,L6_MC,cNAC
L6_TPC_L4_cADpyr231_1,L6_TPC_L4,cADpyr
L5_TTPC1_cADpyr232_1,L5_TTPC1,cADpyr
L1_NGC-DA_cACint209_1,L1_NGC-DA,cAC
L1_NGC-DA_cSTUT189_1,L1_NGC-DA,cSTUT
L1_NGC-DA_cNAC187_1,L1_NGC-DA,cNAC
L1_NGC-DA_bNAC219_1,L1_NGC-DA,bNAC
L5_TTPC2_cADpyr232_1,L5_TTPC2,cADpyr
L6_DBC_bNAC219_1,L6_DBC,bNAC
L6_DBC_bSTUT213_1,L6_DBC,bSTUT
L6_DBC_cIR216_1,L6_DBC,cIR
L6_DBC_cACint209_1,L6_DBC,cAC
L6_DBC_cNAC187_1,L6_DBC,cNAC
L23_DBC_cACint209_1,L23_DBC,cAC
L23_DBC_bNAC219_1,L23_DBC,bNAC
L23_BP_cNAC187_1,L23_BP,cNAC
L23_BP_bNAC219_1,L23_BP,bNAC
L23_BP_cACint209_1,L23_BP,cAC
L23_BP_dSTUT214_1,L23_BP,dSTUT
L4_PC_cADpyr230_1,L4_PC,cADpyr
L6_NBC_cSTUT189_1,L6_NBC,cSTUT
L6_NBC_dSTUT214_1,L6_NBC,dSTUT
L6_NBC_bSTUT213_1,L6_NBC,bSTUT
L6_NBC_cIR216_1,L6_NBC,cIR
L6_NBC_cACint209_1,L6_NBC,cAC
L6_NBC_cNAC187_1,L6_NBC,cNAC
L1_HAC_cIR216_1,L1_HAC,cIR
L1_HAC_cNAC187_1,L1_HAC,cNAC
L1_HAC_bNAC219_1,L1_HAC,bNAC
L23_NGC_cACint209_1,L23_NGC,cAC
L23_NGC_cSTUT189_1,L23_NGC,cSTUT
L23_NGC_cNAC187_1,L23_NGC,cNAC
L23_NGC_bNAC219_1,L23_NGC,bNAC
L6_BPC_cADpyr231_1,L6_BPC,cADpyr
L1_SLAC_cACint209_1,L1_SLAC,cAC
L1_SLAC_cNAC187_1,L1_SLAC,cNAC
L1_SLAC_bNAC219_1,L1_SLAC,bNAC
L23_BTC_cACint209_1,L23_BTC,cAC
L23_BTC_bNAC219_1,L23_BTC,bNAC
L23_BTC_cNAC187_1,L23_BTC,cNAC
L6_BTC_cACint209_1,L6_BTC,cAC
L6_BTC_cNAC187_1,L6_BTC,cNAC
L6_BP_cNAC187_1,L6_BP,cNAC
L6_BP_bNAC219_1,L6_BP,bNAC
L6_BP_cACint209_1,L6_BP,cAC
L6_BP_dSTUT214_1,L6_BP,dSTUT
